day,houseID,infectedHumans,x,y,has_ITN
318,66,0,24.27,28.24,1
318,67,0,4.82,87.66,0
318,68,0,80.35,19.01,0
318,69,1,75.79,72.13,1
318,70,0,22.85,11.36,0
318,71,0,49.42,68.46,1
318,72,0,26.53,93.01,1
318,73,0,14.19,26.72,1
318,74,0,98.85,93.97,0
318,75,0,71.02,68.24,0
318,76,0,4.19,92.51,0
318,77,0,16.74,97.33,0
318,78,0,14.16,77.69,1
318,79,0,13.38,53.48,0
318,80,0,55.93,76.33,0
318,81,0,53.96,25.75,1
318,82,0,22.48,52.28,1
318,83,0,34.92,66.47,0
318,84,0,68.25,65.32,0
318,85,0,56.90,36.35,1
318,86,0,27.84,40.54,1
318,87,0,27.03,57.28,1
318,88,0,13.88,71.45,1
318,89,0,19.73,84.82,1
318,90,0,97.72,40.75,1
318,91,0,87.06,94.71,1
318,92,0,44.86,17.19,1
318,93,0,95.68,52.11,0
318,94,0,73.21,20.36,1
318,95,0,44.71,77.25,0
318,96,0,84.45,5.10,1
318,97,0,16.70,32.13,0
318,98,0,46.29,46.01,1
318,99,0,53.56,65.74,1
319,0,0,67.90,83.54,1
319,1,0,26.24,29.21,0
319,2,0,92.49,52.86,1
319,3,0,59.45,53.50,1
319,4,0,78.29,37.25,0
319,5,0,43.59,67.12,0
319,6,0,61.11,18.73,1
319,7,0,24.90,31.74,1
319,8,0,62.61,95.70,1
319,9,0,43.17,29.69,1
319,10,0,57.43,97.59,1
319,11,0,99.07,23.83,1
319,12,0,91.48,16.32,1
319,13,0,40.17,75.77,0
319,14,0,1.39,54.06,1
319,15,0,82.90,97.65,0
319,16,0,80.36,58.77,0
319,17,0,82.07,83.66,1
319,18,0,88.90,46.27,1
319,19,0,32.77,89.44,1
319,20,0,86.27,46.87,1
319,21,2,23.32,45.94,0
319,22,0,89.58,37.42,0
319,23,0,8.70,77.59,1
319,24,0,81.32,78.97,1
319,25,0,91.19,61.88,1
319,26,0,68.18,42.24,0
319,27,0,63.91,24.31,1
319,28,0,91.37,13.21,1
319,29,0,14.54,45.97,0
319,30,0,67.39,32.25,1
319,31,0,17.83,55.57,0
319,32,0,92.11,45.15,1
319,33,0,82.71,53.85,1
319,34,0,49.07,35.17,0
319,35,0,69.50,26.36,1
319,36,0,87.58,94.54,0
319,37,0,64.42,58.45,1
319,38,0,24.93,49.82,1
319,39,0,31.70,64.36,0
319,40,0,27.92,31.75,1
319,41,0,71.00,49.58,1
319,42,0,60.02,41.69,1
319,43,0,86.46,24.40,1
319,44,0,90.49,73.47,0
319,45,0,73.50,42.98,1
319,46,0,18.38,30.55,1
319,47,0,5.49,94.98,0
319,48,0,16.92,19.91,1
319,49,0,41.55,51.61,0
319,50,1,12.15,79.53,1
319,51,0,15.00,50.53,1
319,52,0,73.42,10.55,1
319,53,0,76.99,97.01,1
319,54,1,34.41,87.50,1
319,55,0,26.99,61.00,1
319,56,0,45.93,79.38,0
319,57,0,59.42,84.87,0
319,58,0,31.36,1.79,0
319,59,1,53.11,43.34,1
319,60,0,39.23,55.49,1
319,61,2,57.10,70.49,0
319,62,0,24.55,43.91,0
319,63,0,33.70,20.90,0
319,64,0,67.25,55.31,0
319,65,0,74.27,82.30,1
319,66,0,24.27,28.24,1
319,67,0,4.82,87.66,0
319,68,0,80.35,19.01,0
319,69,1,75.79,72.13,1
319,70,0,22.85,11.36,0
319,71,0,49.42,68.46,1
319,72,0,26.53,93.01,1
319,73,0,14.19,26.72,1
319,74,0,98.85,93.97,0
319,75,0,71.02,68.24,0
319,76,0,4.19,92.51,0
319,77,0,16.74,97.33,0
319,78,0,14.16,77.69,1
319,79,0,13.38,53.48,0
319,80,0,55.93,76.33,0
319,81,0,53.96,25.75,1
319,82,0,22.48,52.28,1
319,83,0,34.92,66.47,0
319,84,0,68.25,65.32,0
319,85,0,56.90,36.35,1
319,86,0,27.84,40.54,1
319,87,0,27.03,57.28,1
319,88,0,13.88,71.45,1
319,89,0,19.73,84.82,1
319,90,0,97.72,40.75,1
319,91,0,87.06,94.71,1
319,92,0,44.86,17.19,1
319,93,0,95.68,52.11,0
319,94,0,73.21,20.36,1
319,95,0,44.71,77.25,0
319,96,0,84.45,5.10,1
319,97,0,16.70,32.13,0
319,98,0,46.29,46.01,1
319,99,0,53.56,65.74,1
320,0,0,67.90,83.54,1
320,1,0,26.24,29.21,0
320,2,0,92.49,52.86,1
320,3,0,59.45,53.50,1
320,4,0,78.29,37.25,0
320,5,0,43.59,67.12,0
320,6,0,61.11,18.73,1
320,7,0,24.90,31.74,1
320,8,0,62.61,95.70,1
320,9,0,43.17,29.69,1
320,10,0,57.43,97.59,1
320,11,0,99.07,23.83,1
320,12,0,91.48,16.32,1
320,13,0,40.17,75.77,0
320,14,0,1.39,54.06,1
320,15,0,82.90,97.65,0
320,16,0,80.36,58.77,0
320,17,0,82.07,83.66,1
320,18,0,88.90,46.27,1
320,19,0,32.77,89.44,1
320,20,0,86.27,46.87,1
320,21,2,23.32,45.94,0
320,22,0,89.58,37.42,0
320,23,0,8.70,77.59,1
320,24,0,81.32,78.97,1
320,25,0,91.19,61.88,1
320,26,0,68.18,42.24,0
320,27,0,63.91,24.31,1
320,28,0,91.37,13.21,1
320,29,0,14.54,45.97,0
320,30,0,67.39,32.25,1
320,31,0,17.83,55.57,0
320,32,0,92.11,45.15,1
320,33,0,82.71,53.85,1
320,34,0,49.07,35.17,0
320,35,0,69.50,26.36,1
320,36,0,87.58,94.54,0
320,37,0,64.42,58.45,1
320,38,0,24.93,49.82,1
320,39,0,31.70,64.36,0
320,40,0,27.92,31.75,1
320,41,0,71.00,49.58,1
320,42,0,60.02,41.69,1
320,43,0,86.46,24.40,1
320,44,0,90.49,73.47,0
320,45,0,73.50,42.98,1
320,46,0,18.38,30.55,1
320,47,0,5.49,94.98,0
320,48,0,16.92,19.91,1
320,49,0,41.55,51.61,0
320,50,1,12.15,79.53,1
320,51,0,15.00,50.53,1
320,52,0,73.42,10.55,1
320,53,0,76.99,97.01,1
320,54,1,34.41,87.50,1
320,55,0,26.99,61.00,1
320,56,0,45.93,79.38,0
320,57,0,59.42,84.87,0
320,58,0,31.36,1.79,0
320,59,1,53.11,43.34,1
320,60,0,39.23,55.49,1
320,61,2,57.10,70.49,0
320,62,0,24.55,43.91,0
320,63,0,33.70,20.90,0
320,64,0,67.25,55.31,0
320,65,0,74.27,82.30,1
320,66,0,24.27,28.24,1
320,67,0,4.82,87.66,0
320,68,0,80.35,19.01,0
320,69,1,75.79,72.13,1
320,70,0,22.85,11.36,0
320,71,0,49.42,68.46,1
320,72,0,26.53,93.01,1
320,73,0,14.19,26.72,1
320,74,1,98.85,93.97,0
320,75,0,71.02,68.24,0
320,76,0,4.19,92.51,0
320,77,0,16.74,97.33,0
320,78,0,14.16,77.69,1
320,79,0,13.38,53.48,0
320,80,0,55.93,76.33,0
320,81,0,53.96,25.75,1
320,82,0,22.48,52.28,1
320,83,0,34.92,66.47,0
320,84,0,68.25,65.32,0
320,85,0,56.90,36.35,1
320,86,0,27.84,40.54,1
320,87,0,27.03,57.28,1
320,88,0,13.88,71.45,1
320,89,0,19.73,84.82,1
320,90,0,97.72,40.75,1
320,91,0,87.06,94.71,1
320,92,0,44.86,17.19,1
320,93,0,95.68,52.11,0
320,94,0,73.21,20.36,1
320,95,0,44.71,77.25,0
320,96,0,84.45,5.10,1
320,97,0,16.70,32.13,0
320,98,0,46.29,46.01,1
320,99,0,53.56,65.74,1
321,0,0,67.90,83.54,1
321,1,0,26.24,29.21,0
321,2,0,92.49,52.86,1
321,3,0,59.45,53.50,1
321,4,0,78.29,37.25,0
321,5,0,43.59,67.12,0
321,6,0,61.11,18.73,1
321,7,0,24.90,31.74,1
321,8,0,62.61,95.70,1
321,9,0,43.17,29.69,1
321,10,0,57.43,97.59,1
321,11,0,99.07,23.83,1
321,12,0,91.48,16.32,1
321,13,0,40.17,75.77,0
321,14,0,1.39,54.06,1
321,15,0,82.90,97.65,0
321,16,0,80.36,58.77,0
321,17,0,82.07,83.66,1
321,18,0,88.90,46.27,1
321,19,0,32.77,89.44,1
321,20,0,86.27,46.87,1
321,21,2,23.32,45.94,0
321,22,0,89.58,37.42,0
321,23,0,8.70,77.59,1
321,24,0,81.32,78.97,1
321,25,0,91.19,61.88,1
321,26,0,68.18,42.24,0
321,27,0,63.91,24.31,1
321,28,0,91.37,13.21,1
321,29,0,14.54,45.97,0
321,30,0,67.39,32.25,1
321,31,0,17.83,55.57,0
321,32,0,92.11,45.15,1
321,33,0,82.71,53.85,1
321,34,0,49.07,35.17,0
321,35,0,69.50,26.36,1
321,36,0,87.58,94.54,0
321,37,0,64.42,58.45,1
321,38,0,24.93,49.82,1
321,39,0,31.70,64.36,0
321,40,0,27.92,31.75,1
321,41,0,71.00,49.58,1
321,42,0,60.02,41.69,1
321,43,0,86.46,24.40,1
321,44,0,90.49,73.47,0
321,45,0,73.50,42.98,1
321,46,0,18.38,30.55,1
321,47,0,5.49,94.98,0
321,48,0,16.92,19.91,1
321,49,0,41.55,51.61,0
321,50,1,12.15,79.53,1
321,51,0,15.00,50.53,1
321,52,0,73.42,10.55,1
321,53,0,76.99,97.01,1
321,54,1,34.41,87.50,1
321,55,0,26.99,61.00,1
321,56,0,45.93,79.38,0
321,57,0,59.42,84.87,0
321,58,0,31.36,1.79,0
321,59,1,53.11,43.34,1
321,60,0,39.23,55.49,1
321,61,2,57.10,70.49,0
321,62,0,24.55,43.91,0
321,63,0,33.70,20.90,0
321,64,0,67.25,55.31,0
321,65,0,74.27,82.30,1
321,66,0,24.27,28.24,1
321,67,0,4.82,87.66,0
321,68,0,80.35,19.01,0
321,69,1,75.79,72.13,1
321,70,0,22.85,11.36,0
321,71,0,49.42,68.46,1
321,72,0,26.53,93.01,1
321,73,0,14.19,26.72,1
321,74,1,98.85,93.97,0
321,75,0,71.02,68.24,0
321,76,0,4.19,92.51,0
321,77,0,16.74,97.33,0
321,78,0,14.16,77.69,1
321,79,1,13.38,53.48,0
321,80,0,55.93,76.33,0
321,81,0,53.96,25.75,1
321,82,0,22.48,52.28,1
321,83,0,34.92,66.47,0
321,84,0,68.25,65.32,0
321,85,0,56.90,36.35,1
321,86,0,27.84,40.54,1
321,87,0,27.03,57.28,1
321,88,0,13.88,71.45,1
321,89,0,19.73,84.82,1
321,90,0,97.72,40.75,1
321,91,0,87.06,94.71,1
321,92,0,44.86,17.19,1
321,93,0,95.68,52.11,0
321,94,0,73.21,20.36,1
321,95,0,44.71,77.25,0
321,96,0,84.45,5.10,1
321,97,0,16.70,32.13,0
321,98,0,46.29,46.01,1
321,99,0,53.56,65.74,1
322,0,0,67.90,83.54,1
322,1,0,26.24,29.21,0
322,2,0,92.49,52.86,1
322,3,0,59.45,53.50,1
322,4,0,78.29,37.25,0
322,5,0,43.59,67.12,0
322,6,0,61.11,18.73,1
322,7,0,24.90,31.74,1
322,8,0,62.61,95.70,1
322,9,0,43.17,29.69,1
322,10,0,57.43,97.59,1
322,11,0,99.07,23.83,1
322,12,0,91.48,16.32,1
322,13,0,40.17,75.77,0
322,14,0,1.39,54.06,1
322,15,0,82.90,97.65,0
322,16,0,80.36,58.77,0
322,17,0,82.07,83.66,1
322,18,0,88.90,46.27,1
322,19,0,32.77,89.44,1
322,20,0,86.27,46.87,1
322,21,2,23.32,45.94,0
322,22,0,89.58,37.42,0
322,23,0,8.70,77.59,1
322,24,0,81.32,78.97,1
322,25,0,91.19,61.88,1
322,26,0,68.18,42.24,0
322,27,0,63.91,24.31,1
322,28,0,91.37,13.21,1
322,29,0,14.54,45.97,0
322,30,0,67.39,32.25,1
322,31,0,17.83,55.57,0
322,32,0,92.11,45.15,1
322,33,0,82.71,53.85,1
322,34,0,49.07,35.17,0
322,35,0,69.50,26.36,1
322,36,0,87.58,94.54,0
322,37,0,64.42,58.45,1
322,38,0,24.93,49.82,1
322,39,0,31.70,64.36,0
322,40,0,27.92,31.75,1
322,41,0,71.00,49.58,1
322,42,0,60.02,41.69,1
322,43,0,86.46,24.40,1
322,44,0,90.49,73.47,0
322,45,0,73.50,42.98,1
322,46,0,18.38,30.55,1
322,47,0,5.49,94.98,0
322,48,0,16.92,19.91,1
322,49,0,41.55,51.61,0
322,50,1,12.15,79.53,1
322,51,0,15.00,50.53,1
322,52,0,73.42,10.55,1
322,53,0,76.99,97.01,1
322,54,1,34.41,87.50,1
322,55,0,26.99,61.00,1
322,56,0,45.93,79.38,0
322,57,0,59.42,84.87,0
322,58,0,31.36,1.79,0
322,59,1,53.11,43.34,1
322,60,0,39.23,55.49,1
322,61,2,57.10,70.49,0
322,62,0,24.55,43.91,0
322,63,0,33.70,20.90,0
322,64,0,67.25,55.31,0
322,65,0,74.27,82.30,1
322,66,0,24.27,28.24,1
322,67,0,4.82,87.66,0
322,68,0,80.35,19.01,0
322,69,1,75.79,72.13,1
322,70,0,22.85,11.36,0
322,71,0,49.42,68.46,1
322,72,0,26.53,93.01,1
322,73,0,14.19,26.72,1
322,74,1,98.85,93.97,0
322,75,0,71.02,68.24,0
322,76,0,4.19,92.51,0
322,77,0,16.74,97.33,0
322,78,0,14.16,77.69,1
322,79,1,13.38,53.48,0
322,80,0,55.93,76.33,0
322,81,0,53.96,25.75,1
322,82,0,22.48,52.28,1
322,83,0,34.92,66.47,0
322,84,0,68.25,65.32,0
322,85,0,56.90,36.35,1
322,86,0,27.84,40.54,1
322,87,0,27.03,57.28,1
322,88,0,13.88,71.45,1
322,89,0,19.73,84.82,1
322,90,0,97.72,40.75,1
322,91,0,87.06,94.71,1
322,92,0,44.86,17.19,1
322,93,0,95.68,52.11,0
322,94,0,73.21,20.36,1
322,95,0,44.71,77.25,0
322,96,0,84.45,5.10,1
322,97,0,16.70,32.13,0
322,98,0,46.29,46.01,1
322,99,0,53.56,65.74,1
323,0,0,67.90,83.54,1
323,1,0,26.24,29.21,0
323,2,0,92.49,52.86,1
323,3,0,59.45,53.50,1
323,4,0,78.29,37.25,0
323,5,0,43.59,67.12,0
323,6,0,61.11,18.73,1
323,7,0,24.90,31.74,1
323,8,0,62.61,95.70,1
323,9,0,43.17,29.69,1
323,10,0,57.43,97.59,1
323,11,0,99.07,23.83,1
323,12,0,91.48,16.32,1
323,13,0,40.17,75.77,0
323,14,0,1.39,54.06,1
323,15,0,82.90,97.65,0
323,16,0,80.36,58.77,0
323,17,0,82.07,83.66,1
323,18,0,88.90,46.27,1
323,19,0,32.77,89.44,1
323,20,0,86.27,46.87,1
323,21,2,23.32,45.94,0
323,22,0,89.58,37.42,0
323,23,0,8.70,77.59,1
323,24,0,81.32,78.97,1
323,25,0,91.19,61.88,1
323,26,0,68.18,42.24,0
323,27,0,63.91,24.31,1
323,28,0,91.37,13.21,1
323,29,0,14.54,45.97,0
323,30,0,67.39,32.25,1
323,31,0,17.83,55.57,0
323,32,0,92.11,45.15,1
323,33,0,82.71,53.85,1
323,34,0,49.07,35.17,0
323,35,0,69.50,26.36,1
323,36,0,87.58,94.54,0
323,37,0,64.42,58.45,1
323,38,0,24.93,49.82,1
323,39,0,31.70,64.36,0
323,40,0,27.92,31.75,1
323,41,0,71.00,49.58,1
323,42,0,60.02,41.69,1
323,43,0,86.46,24.40,1
323,44,0,90.49,73.47,0
323,45,0,73.50,42.98,1
323,46,0,18.38,30.55,1
323,47,0,5.49,94.98,0
323,48,0,16.92,19.91,1
323,49,0,41.55,51.61,0
323,50,1,12.15,79.53,1
323,51,0,15.00,50.53,1
323,52,0,73.42,10.55,1
323,53,0,76.99,97.01,1
323,54,1,34.41,87.50,1
323,55,0,26.99,61.00,1
323,56,0,45.93,79.38,0
323,57,0,59.42,84.87,0
323,58,0,31.36,1.79,0
323,59,1,53.11,43.34,1
323,60,0,39.23,55.49,1
323,61,2,57.10,70.49,0
323,62,0,24.55,43.91,0
323,63,0,33.70,20.90,0
323,64,0,67.25,55.31,0
323,65,0,74.27,82.30,1
323,66,0,24.27,28.24,1
323,67,0,4.82,87.66,0
323,68,0,80.35,19.01,0
323,69,1,75.79,72.13,1
323,70,0,22.85,11.36,0
323,71,0,49.42,68.46,1
323,72,0,26.53,93.01,1
323,73,0,14.19,26.72,1
323,74,1,98.85,93.97,0
323,75,0,71.02,68.24,0
323,76,0,4.19,92.51,0
323,77,0,16.74,97.33,0
323,78,0,14.16,77.69,1
323,79,1,13.38,53.48,0
323,80,0,55.93,76.33,0
323,81,0,53.96,25.75,1
323,82,0,22.48,52.28,1
323,83,0,34.92,66.47,0
323,84,0,68.25,65.32,0
323,85,0,56.90,36.35,1
323,86,0,27.84,40.54,1
323,87,0,27.03,57.28,1
323,88,0,13.88,71.45,1
323,89,0,19.73,84.82,1
323,90,0,97.72,40.75,1
323,91,0,87.06,94.71,1
323,92,0,44.86,17.19,1
323,93,0,95.68,52.11,0
323,94,0,73.21,20.36,1
323,95,0,44.71,77.25,0
323,96,0,84.45,5.10,1
323,97,0,16.70,32.13,0
323,98,0,46.29,46.01,1
323,99,0,53.56,65.74,1
324,0,1,67.90,83.54,1
324,1,0,26.24,29.21,0
324,2,0,92.49,52.86,1
324,3,0,59.45,53.50,1
324,4,0,78.29,37.25,0
324,5,0,43.59,67.12,0
324,6,0,61.11,18.73,1
324,7,0,24.90,31.74,1
324,8,0,62.61,95.70,1
324,9,0,43.17,29.69,1
324,10,0,57.43,97.59,1
324,11,0,99.07,23.83,1
324,12,0,91.48,16.32,1
324,13,0,40.17,75.77,0
324,14,0,1.39,54.06,1
324,15,0,82.90,97.65,0
324,16,0,80.36,58.77,0
324,17,0,82.07,83.66,1
324,18,0,88.90,46.27,1
324,19,0,32.77,89.44,1
324,20,0,86.27,46.87,1
324,21,2,23.32,45.94,0
324,22,0,89.58,37.42,0
324,23,0,8.70,77.59,1
324,24,0,81.32,78.97,1
324,25,0,91.19,61.88,1
324,26,0,68.18,42.24,0
324,27,0,63.91,24.31,1
324,28,0,91.37,13.21,1
324,29,0,14.54,45.97,0
324,30,0,67.39,32.25,1
324,31,0,17.83,55.57,0
324,32,0,92.11,45.15,1
324,33,0,82.71,53.85,1
324,34,0,49.07,35.17,0
324,35,0,69.50,26.36,1
324,36,0,87.58,94.54,0
324,37,0,64.42,58.45,1
324,38,0,24.93,49.82,1
324,39,0,31.70,64.36,0
324,40,0,27.92,31.75,1
324,41,0,71.00,49.58,1
324,42,0,60.02,41.69,1
324,43,0,86.46,24.40,1
324,44,0,90.49,73.47,0
324,45,0,73.50,42.98,1
324,46,0,18.38,30.55,1
324,47,0,5.49,94.98,0
324,48,0,16.92,19.91,1
324,49,0,41.55,51.61,0
324,50,1,12.15,79.53,1
324,51,0,15.00,50.53,1
324,52,0,73.42,10.55,1
324,53,0,76.99,97.01,1
324,54,1,34.41,87.50,1
324,55,0,26.99,61.00,1
324,56,0,45.93,79.38,0
324,57,0,59.42,84.87,0
324,58,0,31.36,1.79,0
324,59,1,53.11,43.34,1
324,60,0,39.23,55.49,1
324,61,2,57.10,70.49,0
324,62,0,24.55,43.91,0
324,63,0,33.70,20.90,0
324,64,0,67.25,55.31,0
324,65,0,74.27,82.30,1
324,66,0,24.27,28.24,1
324,67,0,4.82,87.66,0
324,68,0,80.35,19.01,0
324,69,1,75.79,72.13,1
324,70,0,22.85,11.36,0
324,71,0,49.42,68.46,1
324,72,0,26.53,93.01,1
324,73,0,14.19,26.72,1
324,74,1,98.85,93.97,0
324,75,0,71.02,68.24,0
324,76,0,4.19,92.51,0
324,77,0,16.74,97.33,0
324,78,0,14.16,77.69,1
324,79,1,13.38,53.48,0
324,80,0,55.93,76.33,0
324,81,0,53.96,25.75,1
324,82,0,22.48,52.28,1
324,83,0,34.92,66.47,0
324,84,0,68.25,65.32,0
324,85,0,56.90,36.35,1
324,86,0,27.84,40.54,1
324,87,0,27.03,57.28,1
324,88,0,13.88,71.45,1
324,89,0,19.73,84.82,1
324,90,0,97.72,40.75,1
324,91,0,87.06,94.71,1
324,92,0,44.86,17.19,1
324,93,0,95.68,52.11,0
324,94,0,73.21,20.36,1
324,95,0,44.71,77.25,0
324,96,0,84.45,5.10,1
324,97,0,16.70,32.13,0
324,98,0,46.29,46.01,1
324,99,0,53.56,65.74,1
325,0,1,67.90,83.54,1
325,1,0,26.24,29.21,0
325,2,0,92.49,52.86,1
325,3,0,59.45,53.50,1
325,4,0,78.29,37.25,0
325,5,0,43.59,67.12,0
325,6,0,61.11,18.73,1
325,7,0,24.90,31.74,1
325,8,0,62.61,95.70,1
325,9,0,43.17,29.69,1
325,10,0,57.43,97.59,1
325,11,0,99.07,23.83,1
325,12,0,91.48,16.32,1
325,13,0,40.17,75.77,0
325,14,0,1.39,54.06,1
325,15,0,82.90,97.65,0
325,16,0,80.36,58.77,0
325,17,0,82.07,83.66,1
325,18,0,88.90,46.27,1
325,19,0,32.77,89.44,1
325,20,0,86.27,46.87,1
325,21,1,23.32,45.94,0
325,22,0,89.58,37.42,0
325,23,0,8.70,77.59,1
325,24,0,81.32,78.97,1
325,25,0,91.19,61.88,1
325,26,0,68.18,42.24,0
325,27,0,63.91,24.31,1
325,28,0,91.37,13.21,1
325,29,0,14.54,45.97,0
325,30,0,67.39,32.25,1
325,31,0,17.83,55.57,0
325,32,0,92.11,45.15,1
325,33,0,82.71,53.85,1
325,34,0,49.07,35.17,0
325,35,0,69.50,26.36,1
325,36,0,87.58,94.54,0
325,37,0,64.42,58.45,1
325,38,0,24.93,49.82,1
325,39,0,31.70,64.36,0
325,40,0,27.92,31.75,1
325,41,0,71.00,49.58,1
325,42,0,60.02,41.69,1
325,43,0,86.46,24.40,1
325,44,0,90.49,73.47,0
325,45,0,73.50,42.98,1
325,46,0,18.38,30.55,1
325,47,0,5.49,94.98,0
325,48,0,16.92,19.91,1
325,49,0,41.55,51.61,0
325,50,1,12.15,79.53,1
325,51,0,15.00,50.53,1
325,52,0,73.42,10.55,1
325,53,0,76.99,97.01,1
325,54,1,34.41,87.50,1
325,55,0,26.99,61.00,1
325,56,0,45.93,79.38,0
325,57,0,59.42,84.87,0
325,58,0,31.36,1.79,0
325,59,1,53.11,43.34,1
325,60,0,39.23,55.49,1
325,61,1,57.10,70.49,0
325,62,0,24.55,43.91,0
325,63,0,33.70,20.90,0
325,64,0,67.25,55.31,0
325,65,0,74.27,82.30,1
325,66,0,24.27,28.24,1
325,67,0,4.82,87.66,0
325,68,0,80.35,19.01,0
325,69,1,75.79,72.13,1
325,70,0,22.85,11.36,0
325,71,0,49.42,68.46,1
325,72,0,26.53,93.01,1
325,73,0,14.19,26.72,1
325,74,1,98.85,93.97,0
325,75,0,71.02,68.24,0
325,76,0,4.19,92.51,0
325,77,0,16.74,97.33,0
325,78,0,14.16,77.69,1
325,79,1,13.38,53.48,0
325,80,0,55.93,76.33,0
325,81,0,53.96,25.75,1
325,82,0,22.48,52.28,1
325,83,0,34.92,66.47,0
325,84,0,68.25,65.32,0
325,85,0,56.90,36.35,1
325,86,0,27.84,40.54,1
325,87,0,27.03,57.28,1
325,88,0,13.88,71.45,1
325,89,0,19.73,84.82,1
325,90,0,97.72,40.75,1
325,91,0,87.06,94.71,1
325,92,0,44.86,17.19,1
325,93,0,95.68,52.11,0
325,94,0,73.21,20.36,1
325,95,0,44.71,77.25,0
325,96,0,84.45,5.10,1
325,97,0,16.70,32.13,0
325,98,0,46.29,46.01,1
325,99,0,53.56,65.74,1
326,0,1,67.90,83.54,1
326,1,0,26.24,29.21,0
326,2,0,92.49,52.86,1
326,3,0,59.45,53.50,1
326,4,0,78.29,37.25,0
326,5,0,43.59,67.12,0
326,6,0,61.11,18.73,1
326,7,0,24.90,31.74,1
326,8,0,62.61,95.70,1
326,9,0,43.17,29.69,1
326,10,0,57.43,97.59,1
326,11,0,99.07,23.83,1
326,12,0,91.48,16.32,1
326,13,0,40.17,75.77,0
326,14,0,1.39,54.06,1
326,15,0,82.90,97.65,0
326,16,0,80.36,58.77,0
326,17,0,82.07,83.66,1
326,18,0,88.90,46.27,1
326,19,0,32.77,89.44,1
326,20,0,86.27,46.87,1
326,21,0,23.32,45.94,0
326,22,0,89.58,37.42,0
326,23,0,8.70,77.59,1
326,24,0,81.32,78.97,1
326,25,0,91.19,61.88,1
326,26,0,68.18,42.24,0
326,27,0,63.91,24.31,1
326,28,0,91.37,13.21,1
326,29,0,14.54,45.97,0
326,30,0,67.39,32.25,1
326,31,0,17.83,55.57,0
326,32,0,92.11,45.15,1
326,33,0,82.71,53.85,1
326,34,0,49.07,35.17,0
326,35,0,69.50,26.36,1
326,36,0,87.58,94.54,0
326,37,0,64.42,58.45,1
326,38,0,24.93,49.82,1
326,39,0,31.70,64.36,0
326,40,0,27.92,31.75,1
326,41,0,71.00,49.58,1
326,42,0,60.02,41.69,1
326,43,0,86.46,24.40,1
326,44,0,90.49,73.47,0
326,45,0,73.50,42.98,1
326,46,0,18.38,30.55,1
326,47,0,5.49,94.98,0
326,48,0,16.92,19.91,1
326,49,0,41.55,51.61,0
326,50,1,12.15,79.53,1
326,51,0,15.00,50.53,1
326,52,0,73.42,10.55,1
326,53,0,76.99,97.01,1
326,54,2,34.41,87.50,1
326,55,0,26.99,61.00,1
326,56,0,45.93,79.38,0
326,57,0,59.42,84.87,0
326,58,0,31.36,1.79,0
326,59,0,53.11,43.34,1
326,60,0,39.23,55.49,1
326,61,1,57.10,70.49,0
326,62,0,24.55,43.91,0
326,63,0,33.70,20.90,0
326,64,0,67.25,55.31,0
326,65,0,74.27,82.30,1
326,66,0,24.27,28.24,1
326,67,0,4.82,87.66,0
326,68,0,80.35,19.01,0
326,69,1,75.79,72.13,1
326,70,0,22.85,11.36,0
326,71,0,49.42,68.46,1
326,72,0,26.53,93.01,1
326,73,0,14.19,26.72,1
326,74,1,98.85,93.97,0
326,75,0,71.02,68.24,0
326,76,0,4.19,92.51,0
326,77,0,16.74,97.33,0
326,78,0,14.16,77.69,1
326,79,1,13.38,53.48,0
326,80,0,55.93,76.33,0
326,81,0,53.96,25.75,1
326,82,0,22.48,52.28,1
326,83,0,34.92,66.47,0
326,84,0,68.25,65.32,0
326,85,0,56.90,36.35,1
326,86,0,27.84,40.54,1
326,87,0,27.03,57.28,1
326,88,0,13.88,71.45,1
326,89,0,19.73,84.82,1
326,90,0,97.72,40.75,1
326,91,0,87.06,94.71,1
326,92,0,44.86,17.19,1
326,93,0,95.68,52.11,0
326,94,0,73.21,20.36,1
326,95,0,44.71,77.25,0
326,96,0,84.45,5.10,1
326,97,0,16.70,32.13,0
326,98,0,46.29,46.01,1
326,99,0,53.56,65.74,1
327,0,1,67.90,83.54,1
327,1,0,26.24,29.21,0
327,2,0,92.49,52.86,1
327,3,0,59.45,53.50,1
327,4,0,78.29,37.25,0
327,5,0,43.59,67.12,0
327,6,0,61.11,18.73,1
327,7,0,24.90,31.74,1
327,8,0,62.61,95.70,1
327,9,0,43.17,29.69,1
327,10,0,57.43,97.59,1
327,11,0,99.07,23.83,1
327,12,0,91.48,16.32,1
327,13,0,40.17,75.77,0
327,14,0,1.39,54.06,1
327,15,0,82.90,97.65,0
327,16,0,80.36,58.77,0
327,17,0,82.07,83.66,1
327,18,0,88.90,46.27,1
327,19,0,32.77,89.44,1
327,20,0,86.27,46.87,1
327,21,0,23.32,45.94,0
327,22,0,89.58,37.42,0
327,23,0,8.70,77.59,1
327,24,0,81.32,78.97,1
327,25,0,91.19,61.88,1
327,26,0,68.18,42.24,0
327,27,0,63.91,24.31,1
327,28,0,91.37,13.21,1
327,29,0,14.54,45.97,0
327,30,0,67.39,32.25,1
327,31,0,17.83,55.57,0
327,32,0,92.11,45.15,1
327,33,0,82.71,53.85,1
327,34,0,49.07,35.17,0
327,35,0,69.50,26.36,1
327,36,0,87.58,94.54,0
327,37,0,64.42,58.45,1
327,38,0,24.93,49.82,1
