day,houseID,infectedHumans,x,y,has_ITN
0,0,1,67.90,83.54,1
0,1,2,26.24,29.21,0
0,2,1,92.49,52.86,1
0,3,1,59.45,53.50,1
0,4,34,78.29,37.25,0
0,5,2,43.59,67.12,0
0,6,1,61.11,18.73,1
0,7,1,24.90,31.74,1
0,8,2,62.61,95.70,1
0,9,3,43.17,29.69,1
0,10,2,57.43,97.59,1
0,11,4,99.07,23.83,1
0,12,2,91.48,16.32,1
0,13,4,40.17,75.77,0
0,14,3,1.39,54.06,1
0,15,1,82.90,97.65,0
0,16,4,80.36,58.77,0
0,17,2,82.07,83.66,1
0,18,2,88.90,46.27,1
0,19,0,32.77,89.44,1
0,20,2,86.27,46.87,1
0,21,4,23.32,45.94,0
0,22,2,89.58,37.42,0
0,23,2,8.70,77.59,1
0,24,2,81.32,78.97,1
0,25,0,91.19,61.88,1
0,26,1,68.18,42.24,0
0,27,4,63.91,24.31,1
0,28,1,91.37,13.21,1
0,29,0,14.54,45.97,0
0,30,3,67.39,32.25,1
0,31,2,17.83,55.57,0
0,32,1,92.11,45.15,1
0,33,2,82.71,53.85,1
0,34,3,49.07,35.17,0
0,35,5,69.50,26.36,1
0,36,3,87.58,94.54,0
0,37,2,64.42,58.45,1
0,38,2,24.93,49.82,1
0,39,1,31.70,64.36,0
0,40,1,27.92,31.75,1
0,41,2,71.00,49.58,1
0,42,4,60.02,41.69,1
0,43,4,86.46,24.40,1
0,44,5,90.49,73.47,0
0,45,1,73.50,42.98,1
0,46,2,18.38,30.55,1
0,47,2,5.49,94.98,0
0,48,1,16.92,19.91,1
0,49,0,41.55,51.61,0
0,50,2,12.15,79.53,1
0,51,2,15.00,50.53,1
0,52,5,73.42,10.55,1
0,53,1,76.99,97.01,1
0,54,2,34.41,87.50,1
0,55,4,26.99,61.00,1
0,56,2,45.93,79.38,0
0,57,0,59.42,84.87,0
0,58,2,31.36,1.79,0
0,59,2,53.11,43.34,1
0,60,5,39.23,55.49,1
0,61,1,57.10,70.49,0
0,62,1,24.55,43.91,0
0,63,2,33.70,20.90,0
0,64,1,67.25,55.31,0
0,65,0,74.27,82.30,1
0,66,3,24.27,28.24,1
0,67,1,4.82,87.66,0
0,68,1,80.35,19.01,0
0,69,1,75.79,72.13,1
0,70,1,22.85,11.36,0
0,71,4,49.42,68.46,1
0,72,2,26.53,93.01,1
0,73,2,14.19,26.72,1
0,74,2,98.85,93.97,0
0,75,4,71.02,68.24,0
0,76,2,4.19,92.51,0
0,77,2,16.74,97.33,0
0,78,0,14.16,77.69,1
0,79,1,13.38,53.48,0
0,80,0,55.93,76.33,0
0,81,4,53.96,25.75,1
0,82,0,22.48,52.28,1
0,83,2,34.92,66.47,0
0,84,20,68.25,65.32,0
0,85,5,56.90,36.35,1
0,86,2,27.84,40.54,1
0,87,0,27.03,57.28,1
0,88,6,13.88,71.45,1
0,89,3,19.73,84.82,1
0,90,3,97.72,40.75,1
0,91,2,87.06,94.71,1
0,92,1,44.86,17.19,1
0,93,2,95.68,52.11,0
0,94,3,73.21,20.36,1
0,95,2,44.71,77.25,0
0,96,3,84.45,5.10,1
0,97,0,16.70,32.13,0
0,98,1,46.29,46.01,1
0,99,3,53.56,65.74,1
1,0,2,67.90,83.54,1
1,1,2,26.24,29.21,0
1,2,1,92.49,52.86,1
1,3,1,59.45,53.50,1
1,4,36,78.29,37.25,0
1,5,4,43.59,67.12,0
1,6,2,61.11,18.73,1
1,7,1,24.90,31.74,1
1,8,3,62.61,95.70,1
1,9,3,43.17,29.69,1
1,10,3,57.43,97.59,1
1,11,7,99.07,23.83,1
1,12,3,91.48,16.32,1
1,13,4,40.17,75.77,0
1,14,5,1.39,54.06,1
1,15,3,82.90,97.65,0
1,16,4,80.36,58.77,0
1,17,5,82.07,83.66,1
1,18,6,88.90,46.27,1
1,19,3,32.77,89.44,1
1,20,4,86.27,46.87,1
1,21,5,23.32,45.94,0
1,22,3,89.58,37.42,0
1,23,4,8.70,77.59,1
1,24,2,81.32,78.97,1
1,25,1,91.19,61.88,1
1,26,1,68.18,42.24,0
1,27,6,63.91,24.31,1
1,28,1,91.37,13.21,1
1,29,28,14.54,45.97,0
1,30,4,67.39,32.25,1
1,31,2,17.83,55.57,0
1,32,1,92.11,45.15,1
1,33,4,82.71,53.85,1
1,34,5,49.07,35.17,0
1,35,5,69.50,26.36,1
1,36,32,87.58,94.54,0
1,37,4,64.42,58.45,1
1,38,2,24.93,49.82,1
1,39,1,31.70,64.36,0
1,40,1,27.92,31.75,1
1,41,2,71.00,49.58,1
1,42,5,60.02,41.69,1
1,43,5,86.46,24.40,1
1,44,7,90.49,73.47,0
1,45,2,73.50,42.98,1
1,46,2,18.38,30.55,1
1,47,2,5.49,94.98,0
1,48,3,16.92,19.91,1
1,49,2,41.55,51.61,0
1,50,4,12.15,79.53,1
1,51,2,15.00,50.53,1
1,52,5,73.42,10.55,1
1,53,2,76.99,97.01,1
1,54,4,34.41,87.50,1
1,55,8,26.99,61.00,1
1,56,3,45.93,79.38,0
1,57,2,59.42,84.87,0
1,58,3,31.36,1.79,0
1,59,3,53.11,43.34,1
1,60,7,39.23,55.49,1
1,61,3,57.10,70.49,0
1,62,2,24.55,43.91,0
1,63,3,33.70,20.90,0
1,64,3,67.25,55.31,0
1,65,0,74.27,82.30,1
1,66,4,24.27,28.24,1
1,67,2,4.82,87.66,0
1,68,1,80.35,19.01,0
1,69,2,75.79,72.13,1
1,70,2,22.85,11.36,0
1,71,5,49.42,68.46,1
1,72,3,26.53,93.01,1
1,73,2,14.19,26.72,1
1,74,4,98.85,93.97,0
1,75,7,71.02,68.24,0
1,76,2,4.19,92.51,0
1,77,2,16.74,97.33,0
1,78,1,14.16,77.69,1
1,79,1,13.38,53.48,0
1,80,0,55.93,76.33,0
1,81,5,53.96,25.75,1
1,82,3,22.48,52.28,1
1,83,16,34.92,66.47,0
1,84,20,68.25,65.32,0
1,85,6,56.90,36.35,1
1,86,3,27.84,40.54,1
1,87,0,27.03,57.28,1
1,88,7,13.88,71.45,1
1,89,3,19.73,84.82,1
1,90,5,97.72,40.75,1
1,91,4,87.06,94.71,1
1,92,3,44.86,17.19,1
1,93,2,95.68,52.11,0
1,94,4,73.21,20.36,1
1,95,3,44.71,77.25,0
1,96,3,84.45,5.10,1
1,97,1,16.70,32.13,0
1,98,1,46.29,46.01,1
1,99,4,53.56,65.74,1
2,0,2,67.90,83.54,1
2,1,2,26.24,29.21,0
2,2,1,92.49,52.86,1
2,3,1,59.45,53.50,1
2,4,54,78.29,37.25,0
2,5,4,43.59,67.12,0
2,6,2,61.11,18.73,1
2,7,1,24.90,31.74,1
2,8,3,62.61,95.70,1
2,9,3,43.17,29.69,1
2,10,3,57.43,97.59,1
2,11,7,99.07,23.83,1
2,12,3,91.48,16.32,1
2,13,4,40.17,75.77,0
2,14,5,1.39,54.06,1
2,15,3,82.90,97.65,0
2,16,4,80.36,58.77,0
2,17,5,82.07,83.66,1
2,18,6,88.90,46.27,1
2,19,3,32.77,89.44,1
2,20,4,86.27,46.87,1
2,21,5,23.32,45.94,0
2,22,3,89.58,37.42,0
2,23,4,8.70,77.59,1
2,24,2,81.32,78.97,1
2,25,1,91.19,61.88,1
2,26,1,68.18,42.24,0
2,27,6,63.91,24.31,1
2,28,1,91.37,13.21,1
2,29,28,14.54,45.97,0
2,30,4,67.39,32.25,1
2,31,2,17.83,55.57,0
2,32,1,92.11,45.15,1
2,33,4,82.71,53.85,1
2,34,5,49.07,35.17,0
2,35,5,69.50,26.36,1
2,36,32,87.58,94.54,0
2,37,4,64.42,58.45,1
2,38,2,24.93,49.82,1
2,39,12,31.70,64.36,0
2,40,1,27.92,31.75,1
2,41,2,71.00,49.58,1
2,42,5,60.02,41.69,1
2,43,5,86.46,24.40,1
2,44,7,90.49,73.47,0
2,45,2,73.50,42.98,1
2,46,2,18.38,30.55,1
2,47,2,5.49,94.98,0
2,48,3,16.92,19.91,1
2,49,2,41.55,51.61,0
2,50,4,12.15,79.53,1
2,51,2,15.00,50.53,1
2,52,5,73.42,10.55,1
2,53,2,76.99,97.01,1
2,54,4,34.41,87.50,1
2,55,8,26.99,61.00,1
2,56,3,45.93,79.38,0
2,57,2,59.42,84.87,0
2,58,3,31.36,1.79,0
2,59,3,53.11,43.34,1
2,60,7,39.23,55.49,1
2,61,3,57.10,70.49,0
2,62,2,24.55,43.91,0
2,63,3,33.70,20.90,0
2,64,21,67.25,55.31,0
2,65,0,74.27,82.30,1
2,66,4,24.27,28.24,1
2,67,2,4.82,87.66,0
2,68,1,80.35,19.01,0
2,69,2,75.79,72.13,1
2,70,2,22.85,11.36,0
2,71,5,49.42,68.46,1
2,72,3,26.53,93.01,1
2,73,2,14.19,26.72,1
2,74,4,98.85,93.97,0
2,75,42,71.02,68.24,0
2,76,2,4.19,92.51,0
2,77,26,16.74,97.33,0
2,78,1,14.16,77.69,1
2,79,1,13.38,53.48,0
2,80,0,55.93,76.33,0
2,81,5,53.96,25.75,1
2,82,3,22.48,52.28,1
2,83,25,34.92,66.47,0
2,84,20,68.25,65.32,0
2,85,6,56.90,36.35,1
2,86,3,27.84,40.54,1
2,87,0,27.03,57.28,1
2,88,7,13.88,71.45,1
2,89,3,19.73,84.82,1
2,90,5,97.72,40.75,1
2,91,4,87.06,94.71,1
2,92,3,44.86,17.19,1
2,93,2,95.68,52.11,0
2,94,4,73.21,20.36,1
2,95,19,44.71,77.25,0
2,96,3,84.45,5.10,1
2,97,1,16.70,32.13,0
2,98,1,46.29,46.01,1
2,99,4,53.56,65.74,1
3,0,4,67.90,83.54,1
3,1,4,26.24,29.21,0
3,2,4,92.49,52.86,1
3,3,3,59.45,53.50,1
3,4,54,78.29,37.25,0
3,5,11,43.59,67.12,0
3,6,6,61.11,18.73,1
3,7,2,24.90,31.74,1
3,8,6,62.61,95.70,1
3,9,6,43.17,29.69,1
3,10,4,57.43,97.59,1
3,11,13,99.07,23.83,1
3,12,6,91.48,16.32,1
3,13,8,40.17,75.77,0
3,14,8,1.39,54.06,1
3,15,8,82.90,97.65,0
3,16,9,80.36,58.77,0
3,17,12,82.07,83.66,1
3,18,8,88.90,46.27,1
3,19,9,32.77,89.44,1
3,20,10,86.27,46.87,1
3,21,8,23.32,45.94,0
3,22,8,89.58,37.42,0
3,23,12,8.70,77.59,1
3,24,12,81.32,78.97,1
3,25,10,91.19,61.88,1
3,26,6,68.18,42.24,0
3,27,10,63.91,24.31,1
3,28,4,91.37,13.21,1
3,29,33,14.54,45.97,0
3,30,12,67.39,32.25,1
3,31,7,17.83,55.57,0
3,32,2,92.11,45.15,1
3,33,6,82.71,53.85,1
3,34,5,49.07,35.17,0
3,35,9,69.50,26.36,1
3,36,45,87.58,94.54,0
3,37,10,64.42,58.45,1
3,38,7,24.93,49.82,1
3,39,16,31.70,64.36,0
3,40,2,27.92,31.75,1
3,41,10,71.00,49.58,1
3,42,7,60.02,41.69,1
3,43,8,86.46,24.40,1
3,44,27,90.49,73.47,0
3,45,4,73.50,42.98,1
3,46,6,18.38,30.55,1
3,47,10,5.49,94.98,0
3,48,7,16.92,19.91,1
3,49,6,41.55,51.61,0
3,50,7,12.15,79.53,1
3,51,7,15.00,50.53,1
3,52,10,73.42,10.55,1
3,53,6,76.99,97.01,1
3,54,5,34.41,87.50,1
3,55,13,26.99,61.00,1
3,56,8,45.93,79.38,0
3,57,8,59.42,84.87,0
3,58,11,31.36,1.79,0
3,59,7,53.11,43.34,1
3,60,14,39.23,55.49,1
3,61,4,57.10,70.49,0
3,62,8,24.55,43.91,0
3,63,5,33.70,20.90,0
3,64,25,67.25,55.31,0
3,65,3,74.27,82.30,1
3,66,10,24.27,28.24,1
3,67,6,4.82,87.66,0
3,68,6,80.35,19.01,0
3,69,9,75.79,72.13,1
3,70,7,22.85,11.36,0
3,71,9,49.42,68.46,1
3,72,7,26.53,93.01,1
3,73,6,14.19,26.72,1
3,74,7,98.85,93.97,0
3,75,42,71.02,68.24,0
3,76,6,4.19,92.51,0
3,77,31,16.74,97.33,0
3,78,5,14.16,77.69,1
3,79,4,13.38,53.48,0
3,80,1,55.93,76.33,0
3,81,9,53.96,25.75,1
3,82,6,22.48,52.28,1
3,83,25,34.92,66.47,0
3,84,23,68.25,65.32,0
3,85,14,56.90,36.35,1
3,86,8,27.84,40.54,1
3,87,3,27.03,57.28,1
3,88,9,13.88,71.45,1
3,89,6,19.73,84.82,1
3,90,5,97.72,40.75,1
3,91,13,87.06,94.71,1
3,92,8,44.86,17.19,1
3,93,10,95.68,52.11,0
3,94,6,73.21,20.36,1
3,95,21,44.71,77.25,0
3,96,4,84.45,5.10,1
3,97,8,16.70,32.13,0
3,98,4,46.29,46.01,1
3,99,12,53.56,65.74,1
4,0,6,67.90,83.54,1
4,1,6,26.24,29.21,0
4,2,8,92.49,52.86,1
4,3,9,59.45,53.50,1
4,4,56,78.29,37.25,0
4,5,13,43.59,67.12,0
4,6,11,61.11,18.73,1
4,7,8,24.90,31.74,1
4,8,6,62.61,95.70,1
4,9,9,43.17,29.69,1
4,10,8,57.43,97.59,1
4,11,20,99.07,23.83,1
4,12,7,91.48,16.32,1
4,13,14,40.17,75.77,0
4,14,11,1.39,54.06,1
4,15,14,82.90,97.65,0
4,16,13,80.36,58.77,0
4,17,18,82.07,83.66,1
4,18,8,88.90,46.27,1
4,19,16,32.77,89.44,1
4,20,15,86.27,46.87,1
4,21,10,23.32,45.94,0
4,22,13,89.58,37.42,0
4,23,15,8.70,77.59,1
4,24,15,81.32,78.97,1
4,25,12,91.19,61.88,1
4,26,10,68.18,42.24,0
4,27,14,63.91,24.31,1
4,28,6,91.37,13.21,1
4,29,35,14.54,45.97,0
4,30,15,67.39,32.25,1
4,31,10,17.83,55.57,0
4,32,3,92.11,45.15,1
4,33,7,82.71,53.85,1
4,34,5,49.07,35.17,0
4,35,11,69.50,26.36,1
4,36,60,87.58,94.54,0
4,37,14,64.42,58.45,1
4,38,12,24.93,49.82,1
4,39,20,31.70,64.36,0
4,40,6,27.92,31.75,1
4,41,12,71.00,49.58,1
4,42,10,60.02,41.69,1
4,43,11,86.46,24.40,1
4,44,28,90.49,73.47,0
4,45,8,73.50,42.98,1
4,46,8,18.38,30.55,1
4,47,15,5.49,94.98,0
4,48,11,16.92,19.91,1
4,49,11,41.55,51.61,0
4,50,8,12.15,79.53,1
4,51,8,15.00,50.53,1
4,52,14,73.42,10.55,1
4,53,9,76.99,97.01,1
4,54,12,34.41,87.50,1
4,55,19,26.99,61.00,1
4,56,9,45.93,79.38,0
4,57,11,59.42,84.87,0
4,58,19,31.36,1.79,0
4,59,11,53.11,43.34,1
4,60,21,39.23,55.49,1
4,61,7,57.10,70.49,0
4,62,14,24.55,43.91,0
4,63,9,33.70,20.90,0
4,64,27,67.25,55.31,0
4,65,5,74.27,82.30,1
4,66,12,24.27,28.24,1
4,67,8,4.82,87.66,0
4,68,10,80.35,19.01,0
4,69,9,75.79,72.13,1
4,70,10,22.85,11.36,0
4,71,14,49.42,68.46,1
4,72,11,26.53,93.01,1
4,73,8,14.19,26.72,1
4,74,10,98.85,93.97,0
4,75,45,71.02,68.24,0
4,76,7,4.19,92.51,0
4,77,33,16.74,97.33,0
4,78,8,14.16,77.69,1
4,79,8,13.38,53.48,0
4,80,2,55.93,76.33,0
4,81,14,53.96,25.75,1
4,82,9,22.48,52.28,1
4,83,28,34.92,66.47,0
4,84,27,68.25,65.32,0
4,85,17,56.90,36.35,1
4,86,12,27.84,40.54,1
4,87,8,27.03,57.28,1
4,88,12,13.88,71.45,1
4,89,10,19.73,84.82,1
4,90,9,97.72,40.75,1
4,91,14,87.06,94.71,1
4,92,8,44.86,17.19,1
4,93,11,95.68,52.11,0
4,94,10,73.21,20.36,1
4,95,22,44.71,77.25,0
4,96,4,84.45,5.10,1
4,97,10,16.70,32.13,0
4,98,7,46.29,46.01,1
4,99,13,53.56,65.74,1
5,0,7,67.90,83.54,1
5,1,6,26.24,29.21,0
5,2,8,92.49,52.86,1
5,3,13,59.45,53.50,1
5,4,57,78.29,37.25,0
5,5,13,43.59,67.12,0
5,6,11,61.11,18.73,1
5,7,9,24.90,31.74,1
5,8,8,62.61,95.70,1
5,9,9,43.17,29.69,1
5,10,9,57.43,97.59,1
5,11,21,99.07,23.83,1
5,12,7,91.48,16.32,1
5,13,15,40.17,75.77,0
5,14,12,1.39,54.06,1
5,15,14,82.90,97.65,0
5,16,13,80.36,58.77,0
5,17,18,82.07,83.66,1
5,18,11,88.90,46.27,1
5,19,16,32.77,89.44,1
5,20,17,86.27,46.87,1
5,21,11,23.32,45.94,0
5,22,13,89.58,37.42,0
5,23,15,8.70,77.59,1
5,24,16,81.32,78.97,1
5,25,12,91.19,61.88,1
5,26,11,68.18,42.24,0
5,27,17,63.91,24.31,1
5,28,7,91.37,13.21,1
5,29,35,14.54,45.97,0
5,30,15,67.39,32.25,1
5,31,22,17.83,55.57,0
5,32,3,92.11,45.15,1
5,33,7,82.71,53.85,1
5,34,6,49.07,35.17,0
5,35,12,69.50,26.36,1
5,36,60,87.58,94.54,0
5,37,15,64.42,58.45,1
5,38,12,24.93,49.82,1
5,39,21,31.70,64.36,0
5,40,6,27.92,31.75,1
5,41,12,71.00,49.58,1
5,42,13,60.02,41.69,1
5,43,11,86.46,24.40,1
5,44,28,90.49,73.47,0
5,45,9,73.50,42.98,1
5,46,8,18.38,30.55,1
5,47,15,5.49,94.98,0
5,48,12,16.92,19.91,1
5,49,12,41.55,51.61,0
5,50,8,12.15,79.53,1
5,51,8,15.00,50.53,1
5,52,14,73.42,10.55,1
5,53,9,76.99,97.01,1
5,54,13,34.41,87.50,1
5,55,19,26.99,61.00,1
5,56,10,45.93,79.38,0
5,57,11,59.42,84.87,0
5,58,19,31.36,1.79,0
5,59,12,53.11,43.34,1
5,60,21,39.23,55.49,1
5,61,7,57.10,70.49,0
5,62,46,24.55,43.91,0
5,63,11,33.70,20.90,0
5,64,27,67.25,55.31,0
5,65,6,74.27,82.30,1
5,66,13,24.27,28.24,1
5,67,10,4.82,87.66,0
5,68,11,80.35,19.01,0
5,69,10,75.79,72.13,1
5,70,11,22.85,11.36,0
5,71,14,49.42,68.46,1
5,72,11,26.53,93.01,1
5,73,8,14.19,26.72,1
5,74,10,98.85,93.97,0
5,75,45,71.02,68.24,0
5,76,7,4.19,92.51,0
5,77,35,16.74,97.33,0
5,78,8,14.16,77.69,1
5,79,8,13.38,53.48,0
5,80,3,55.93,76.33,0
5,81,14,53.96,25.75,1
5,82,12,22.48,52.28,1
5,83,28,34.92,66.47,0
5,84,27,68.25,65.32,0
5,85,18,56.90,36.35,1
5,86,12,27.84,40.54,1
5,87,9,27.03,57.28,1
5,88,13,13.88,71.45,1
5,89,12,19.73,84.82,1
5,90,9,97.72,40.75,1
5,91,15,87.06,94.71,1
5,92,10,44.86,17.19,1
5,93,12,95.68,52.11,0
5,94,10,73.21,20.36,1
5,95,23,44.71,77.25,0
5,96,7,84.45,5.10,1
5,97,10,16.70,32.13,0
5,98,8,46.29,46.01,1
5,99,13,53.56,65.74,1
6,0,7,67.90,83.54,1
6,1,6,26.24,29.21,0
6,2,8,92.49,52.86,1
6,3,13,59.45,53.50,1
6,4,57,78.29,37.25,0
6,5,13,43.59,67.12,0
6,6,11,61.11,18.73,1
6,7,9,24.90,31.74,1
6,8,8,62.61,95.70,1
6,9,9,43.17,29.69,1
6,10,9,57.43,97.59,1
6,11,21,99.07,23.83,1
6,12,7,91.48,16.32,1
6,13,15,40.17,75.77,0
6,14,12,1.39,54.06,1
6,15,14,82.90,97.65,0
6,16,13,80.36,58.77,0
6,17,18,82.07,83.66,1
6,18,11,88.90,46.27,1
6,19,16,32.77,89.44,1
6,20,17,86.27,46.87,1
6,21,11,23.32,45.94,0
6,22,13,89.58,37.42,0
6,23,15,8.70,77.59,1
6,24,16,81.32,78.97,1
6,25,12,91.19,61.88,1
6,26,11,68.18,42.24,0
6,27,17,63.91,24.31,1
6,28,7,91.37,13.21,1
6,29,35,14.54,45.97,0
6,30,15,67.39,32.25,1
6,31,22,17.83,55.57,0
6,32,3,92.11,45.15,1
6,33,7,82.71,53.85,1
6,34,6,49.07,35.17,0
6,35,12,69.50,26.36,1
6,36,60,87.58,94.54,0
6,37,15,64.42,58.45,1
6,38,12,24.93,49.82,1
6,39,21,31.70,64.36,0
6,40,6,27.92,31.75,1
6,41,12,71.00,49.58,1
6,42,13,60.02,41.69,1
6,43,11,86.46,24.40,1
6,44,28,90.49,73.47,0
6,45,9,73.50,42.98,1
6,46,8,18.38,30.55,1
6,47,15,5.49,94.98,0
6,48,12,16.92,19.91,1
6,49,12,41.55,51.61,0
6,50,8,12.15,79.53,1
6,51,8,15.00,50.53,1
6,52,14,73.42,10.55,1
6,53,9,76.99,97.01,1
6,54,13,34.41,87.50,1
6,55,19,26.99,61.00,1
6,56,10,45.93,79.38,0
6,57,11,59.42,84.87,0
6,58,19,31.36,1.79,0
6,59,12,53.11,43.34,1
6,60,21,39.23,55.49,1
6,61,7,57.10,70.49,0
6,62,46,24.55,43.91,0
6,63,11,33.70,20.90,0
6,64,27,67.25,55.31,0
6,65,6,74.27,82.30,1
6,66,13,24.27,28.24,1
6,67,10,4.82,87.66,0
6,68,11,80.35,19.01,0
6,69,10,75.79,72.13,1
6,70,11,22.85,11.36,0
6,71,14,49.42,68.46,1
6,72,11,26.53,93.01,1
6,73,8,14.19,26.72,1
6,74,10,98.85,93.97,0
6,75,45,71.02,68.24,0
6,76,7,4.19,92.51,0
6,77,35,16.74,97.33,0
6,78,8,14.16,77.69,1
6,79,8,13.38,53.48,0
6,80,3,55.93,76.33,0
6,81,14,53.96,25.75,1
6,82,12,22.48,52.28,1
6,83,28,34.92,66.47,0
6,84,42,68.25,65.32,0
6,85,18,56.90,36.35,1
6,86,12,27.84,40.54,1
6,87,9,27.03,57.28,1
6,88,13,13.88,71.45,1
6,89,12,19.73,84.82,1
6,90,9,97.72,40.75,1
6,91,15,87.06,94.71,1
6,92,10,44.86,17.19,1
6,93,32,95.68,52.11,0
6,94,10,73.21,20.36,1
6,95,23,44.71,77.25,0
6,96,7,84.45,5.10,1
6,97,10,16.70,32.13,0
6,98,8,46.29,46.01,1
6,99,13,53.56,65.74,1
7,0,7,67.90,83.54,1
7,1,7,26.24,29.21,0
7,2,10,92.49,52.86,1
7,3,14,59.45,53.50,1
7,4,59,78.29,37.25,0
7,5,15,43.59,67.12,0
7,6,14,61.11,18.73,1
7,7,9,24.90,31.74,1
7,8,10,62.61,95.70,1
7,9,11,43.17,29.69,1
7,10,11,57.43,97.59,1
7,11,24,99.07,23.83,1
7,12,11,91.48,16.32,1
7,13,16,40.17,75.77,0
7,14,13,1.39,54.06,1
7,15,19,82.90,97.65,0
7,16,15,80.36,58.77,0
7,17,20,82.07,83.66,1
7,18,14,88.90,46.27,1
7,19,17,32.77,89.44,1
7,20,18,86.27,46.87,1
7,21,11,23.32,45.94,0
7,22,20,89.58,37.42,0
7,23,15,8.70,77.59,1
7,24,17,81.32,78.97,1
7,25,16,91.19,61.88,1
7,26,12,68.18,42.24,0
7,27,19,63.91,24.31,1
7,28,7,91.37,13.21,1
7,29,35,14.54,45.97,0
7,30,17,67.39,32.25,1
7,31,23,17.83,55.57,0
7,32,6,92.11,45.15,1
7,33,9,82.71,53.85,1
7,34,26,49.07,35.17,0
7,35,12,69.50,26.36,1
7,36,60,87.58,94.54,0
7,37,16,64.42,58.45,1
7,38,15,24.93,49.82,1
7,39,24,31.70,64.36,0
7,40,8,27.92,31.75,1
7,41,13,71.00,49.58,1
7,42,15,60.02,41.69,1
7,43,12,86.46,24.40,1
7,44,29,90.49,73.47,0
7,45,11,73.50,42.98,1
7,46,10,18.38,30.55,1
7,47,16,5.49,94.98,0
7,48,15,16.92,19.91,1
7,49,16,41.55,51.61,0
7,50,11,12.15,79.53,1
7,51,12,15.00,50.53,1
7,52,17,73.42,10.55,1
7,53,9,76.99,97.01,1
7,54,15,34.41,87.50,1
7,55,21,26.99,61.00,1
7,56,41,45.93,79.38,0
7,57,15,59.42,84.87,0
7,58,22,31.36,1.79,0
7,59,16,53.11,43.34,1
7,60,24,39.23,55.49,1
7,61,9,57.10,70.49,0
7,62,47,24.55,43.91,0
7,63,13,33.70,20.90,0
7,64,27,67.25,55.31,0
7,65,8,74.27,82.30,1
7,66,17,24.27,28.24,1
7,67,15,4.82,87.66,0
7,68,13,80.35,19.01,0
7,69,13,75.79,72.13,1
7,70,12,22.85,11.36,0
7,71,15,49.42,68.46,1
7,72,14,26.53,93.01,1
7,73,10,14.19,26.72,1
7,74,11,98.85,93.97,0
7,75,46,71.02,68.24,0
7,76,9,4.19,92.51,0
7,77,35,16.74,97.33,0
7,78,11,14.16,77.69,1
7,79,10,13.38,53.48,0
7,80,5,55.93,76.33,0
7,81,16,53.96,25.75,1
7,82,13,22.48,52.28,1
7,83,29,34.92,66.47,0
7,84,42,68.25,65.32,0
7,85,20,56.90,36.35,1
7,86,20,27.84,40.54,1
7,87,11,27.03,57.28,1
7,88,14,13.88,71.45,1
7,89,12,19.73,84.82,1
7,90,11,97.72,40.75,1
7,91,17,87.06,94.71,1
7,92,12,44.86,17.19,1
7,93,35,95.68,52.11,0
7,94,12,73.21,20.36,1
7,95,25,44.71,77.25,0
7,96,9,84.45,5.10,1
7,97,10,16.70,32.13,0
7,98,9,46.29,46.01,1
7,99,15,53.56,65.74,1
8,0,8,67.90,83.54,1
8,1,8,26.24,29.21,0
8,2,11,92.49,52.86,1
8,3,15,59.45,53.50,1
8,4,59,78.29,37.25,0
8,5,15,43.59,67.12,0
8,6,14,61.11,18.73,1
8,7,9,24.90,31.74,1
8,8,11,62.61,95.70,1
8,9,13,43.17,29.69,1
8,10,11,57.43,97.59,1
8,11,24,99.07,23.83,1
8,12,11,91.48,16.32,1
8,13,18,40.17,75.77,0
8,14,13,1.39,54.06,1
8,15,37,82.90,97.65,0
8,16,15,80.36,58.77,0
8,17,20,82.07,83.66,1
8,18,14,88.90,46.27,1
8,19,18,32.77,89.44,1
8,20,19,86.27,46.87,1
8,21,11,23.32,45.94,0
8,22,52,89.58,37.42,0
8,23,15,8.70,77.59,1
8,24,18,81.32,78.97,1
8,25,16,91.19,61.88,1
8,26,36,68.18,42.24,0
8,27,19,63.91,24.31,1
8,28,7,91.37,13.21,1
8,29,37,14.54,45.97,0
8,30,19,67.39,32.25,1
8,31,24,17.83,55.57,0
8,32,6,92.11,45.15,1
8,33,10,82.71,53.85,1
8,34,27,49.07,35.17,0
8,35,12,69.50,26.36,1
8,36,60,87.58,94.54,0
8,37,16,64.42,58.45,1
8,38,16,24.93,49.82,1
8,39,24,31.70,64.36,0
8,40,9,27.92,31.75,1
8,41,13,71.00,49.58,1
8,42,15,60.02,41.69,1
8,43,14,86.46,24.40,1
8,44,30,90.49,73.47,0
8,45,11,73.50,42.98,1
8,46,11,18.38,30.55,1
8,47,17,5.49,94.98,0
8,48,15,16.92,19.91,1
8,49,17,41.55,51.61,0
8,50,12,12.15,79.53,1
8,51,13,15.00,50.53,1
8,52,18,73.42,10.55,1
8,53,10,76.99,97.01,1
8,54,15,34.41,87.50,1
8,55,21,26.99,61.00,1
8,56,55,45.93,79.38,0
8,57,15,59.42,84.87,0
8,58,23,31.36,1.79,0
8,59,18,53.11,43.34,1
8,60,24,39.23,55.49,1
8,61,9,57.10,70.49,0
8,62,48,24.55,43.91,0
8,63,13,33.70,20.90,0
8,64,28,67.25,55.31,0
8,65,8,74.27,82.30,1
8,66,18,24.27,28.24,1
8,67,15,4.82,87.66,0
8,68,14,80.35,19.01,0
8,69,15,75.79,72.13,1
8,70,12,22.85,11.36,0
8,71,15,49.42,68.46,1
8,72,15,26.53,93.01,1
